d,provider,company,open,added,removed
2026-09-01,recruitee,erichpommerinstitut,1,0,0
2026-09-01,recruitee,esns,1,0,0
2026-09-01,recruitee,etalyticsgmbh1,13,0,0
2026-09-01,recruitee,eticor,2,0,0
2026-09-01,recruitee,europeanhematologyassociation,2,0,0
2026-09-01,recruitee,europizzaproducts,5,0,0
2026-09-01,recruitee,eventx,4,0,0
2026-09-01,recruitee,everdrop,10,0,0
2026-09-01,recruitee,eversmann,2,0,0
2026-09-01,recruitee,ewald,7,0,0
2026-09-01,recruitee,excelerated,1,0,0
2026-09-01,recruitee,exeon,3,0,0
2026-09-01,recruitee,fab4minds,1,0,0
2026-09-01,recruitee,fairfamily,14,0,0
2026-09-01,recruitee,faraone,5,0,0
2026-09-01,recruitee,fastlane,5,0,0
2026-09-01,recruitee,fastned,26,0,0
2026-09-01,recruitee,fgn,89,1,0
2026-09-01,recruitee,fidusheinenoord,10,0,0
2026-09-01,recruitee,fieldbuddy,3,0,0
2026-09-01,recruitee,fineco,4,0,0
2026-09-01,recruitee,finoverse,9,0,0
2026-09-01,recruitee,flexorius,3,0,0
2026-09-01,recruitee,floryn,5,0,0
2026-09-01,recruitee,hardrockdigital,51,0,0
2026-09-01,rippling,aapd-jobs,2,0,0
2026-09-01,rippling,adelaide,10,0,0
2026-09-01,rippling,advocate-technologies-inc,2,0,0
2026-09-01,rippling,agilitypr,6,0,0
2026-09-01,rippling,allview-real-estate,2,0,1
2026-09-01,rippling,amika-careers,10,0,0
2026-09-01,rippling,ampersand-biomedicines,2,0,0
2026-09-01,rippling,ampliwork-inc,9,0,0
2026-09-01,rippling,apexanalytix-careers,30,0,0
2026-09-01,rippling,ascentt,11,0,0
2026-09-01,rippling,bloomgrowth,1,0,0
2026-09-01,rippling,blue-robotics,5,0,0
2026-09-01,rippling,bonusly,3,0,0
2026-09-01,rippling,boom-supersonic,38,1,1
2026-09-01,rippling,bornprimitive-careers,2,0,0
2026-09-01,rippling,briowt,27,1,2
2026-09-01,rippling,buxtoncocareers,4,0,0
2026-09-01,rippling,camlin-careers,24,0,0
2026-09-01,rippling,capacity,7,0,0
2026-09-01,rippling,cardamom,6,0,0
2026-09-01,rippling,career-opportunities-at-mindset,4,0,0
2026-09-01,rippling,centr,6,1,1
2026-09-01,rippling,chess,13,0,0
2026-09-01,rippling,citylogix,7,0,0
2026-09-01,rippling,closinglock,11,0,0
2026-09-01,rippling,cloud-synapps-inc,8,1,6
2026-09-01,rippling,colheli,14,1,0
2026-09-01,rippling,collabware,1,0,0
2026-09-01,rippling,conceptplus,65,0,1
2026-09-01,rippling,contractor-opportunities,2,0,0
2026-09-01,rippling,core-sound-imaging,3,0,0
2026-09-01,rippling,createmusicgroup,23,0,0
2026-09-01,rippling,cristcot-management-company-inc,9,0,0
2026-09-01,rippling,critical-response-group,3,0,0
2026-09-01,rippling,cruiseplanners,3,0,0
2026-09-01,rippling,d-wave-quantum,59,1,1
2026-09-01,rippling,democratic-national-committee,15,0,0
2026-09-01,rippling,denari,3,0,0
2026-09-01,rippling,dgrsystems,13,1,0
2026-09-01,rippling,dlsengineering,12,0,0
2026-09-01,rippling,door,6,0,0
2026-09-01,rippling,door-controls-usa,20,0,0
2026-09-01,rippling,duku-ai,23,0,0
2026-09-01,rippling,edgehog-trading,12,0,0
2026-09-01,rippling,ega-job-board,8,0,0
2026-09-01,rippling,electrosonic-careers,14,1,0
2026-09-01,rippling,encore-auctions,3,0,0
2026-09-01,rippling,energycap-external-career-page,2,0,0
2026-09-01,rippling,epac-careers,22,6,0
2026-09-01,rippling,eridu-ai,31,0,0
2026-09-01,rippling,etg,4,0,0
2026-09-01,rippling,eurasia-group,12,1,0
2026-09-01,rippling,external-job-board,9,0,0
2026-09-01,rippling,facereality,11,0,0
2026-09-01,rippling,flexai,8,0,0
2026-09-01,rippling,fluidai-medical-careers,6,1,0
2026-09-01,rippling,foundation-robotics,35,0,0
2026-09-01,rippling,fragile,10,0,0
2026-09-01,rippling,free-market-health,7,0,0
2026-09-01,rippling,gaiias-open-positions,10,0,1
2026-09-01,rippling,genlogs-corporation,13,0,0
2026-09-01,rippling,get-engaged,20,0,0
2026-09-01,rippling,gitar-careers,2,0,0
2026-09-01,rippling,glass-roots-construction-llc,11,1,1
2026-09-01,rippling,gofishdigital,21,0,0
2026-09-01,rippling,greengas,10,0,0
2026-09-01,rippling,guestbook-job-requisitions,2,0,0
2026-09-01,rippling,hunterstrategy,4,0,7
2026-09-01,rippling,inspectoriocareers,16,2,0
2026-09-01,rippling,intersection,10,2,1
2026-09-01,rippling,jobs-at-tuesday-health,6,0,1
2026-09-01,rippling,journaltech,9,0,0
2026-09-01,rippling,kielo,1,0,0
2026-09-01,rippling,kraken-robotics-inc,18,2,1
2026-09-01,rippling,legitscript-careers,3,0,0
2026-09-01,rippling,les-olson-it,10,2,1
2026-09-01,rippling,lightguide,5,0,0
2026-09-01,rippling,logicbroker-inc,7,0,1
2026-09-01,rippling,longevity-holdings,1,0,0
2026-09-01,rippling,loop-careers,5,2,0
2026-09-01,rippling,lynx-software-technologies,26,0,1
2026-09-01,rippling,mei-employment,9,0,0
2026-09-01,rippling,memryx,1,0,0
2026-09-01,rippling,mikata,1,0,0
2026-09-01,rippling,mile-marker,10,0,0
2026-09-01,rippling,momentumcareers,97,3,0
2026-09-01,rippling,moon,19,0,0
2026-09-01,rippling,msm,3,0,0
2026-09-01,rippling,mytra,42,3,0
2026-09-01,rippling,naxo,4,0,0
2026-09-01,rippling,neosigma,11,1,0
2026-09-01,rippling,nerdio-careers,24,0,0
2026-09-01,rippling,nesto,25,0,2
2026-09-01,rippling,netwrix-corporation,24,1,2
2026-09-01,rippling,north-cloud,8,0,0
2026-09-01,rippling,noviam,5,0,0
2026-09-01,rippling,nucleus-biologics-careers,1,0,0
2026-09-01,rippling,nws,137,11,6
2026-09-01,rippling,omnis-corporation,10,0,0
2026-09-01,rippling,onware,0,0,0
2026-09-01,rippling,open-roles,17,1,2
2026-09-01,rippling,orderco,10,0,0
2026-09-01,rippling,pathos,7,0,0
2026-09-01,rippling,patientnow,3,0,0
2026-09-01,rippling,pcmi,5,0,0
2026-09-01,rippling,peakhealth-ai,4,0,0
2026-09-01,rippling,pendulum-intelligence-jobs,6,0,0
2026-09-01,rippling,perle,68,0,0
2026-09-01,rippling,power-takeoff-careers,4,0,0
2026-09-01,rippling,praos-smart-security,4,0,0
2026-09-01,rippling,proper-voltage,14,1,1
2026-09-01,rippling,purefacts_jobs,8,0,1
2026-09-01,rippling,redesigncareers,11,1,0
2026-09-01,rippling,reverb-careers,2,0,0
2026-09-01,rippling,riot-platforms-careers,45,0,1
2026-09-01,rippling,rippling,362,5,15
2026-09-01,rippling,routeware-careers,15,1,0
2026-09-01,rippling,rugsusa,8,0,0
2026-09-01,rippling,secondshopcareers,9,0,0
2026-09-01,rippling,sheerid,1,0,0
2026-09-01,rippling,sibros-technologies,6,0,0
2026-09-01,rippling,skytrac,6,0,1
2026-09-01,rippling,spreeai,14,0,0
2026-09-01,rippling,steamroller-animation,3,0,0
2026-09-01,rippling,studyfetch,15,0,0
2026-09-01,rippling,supernova-technology,14,2,0
2026-09-01,rippling,supper,4,0,0
2026-09-01,rippling,talent-101-inc,22,0,0
2026-09-01,rippling,tavernresearch,7,0,0
2026-09-01,rippling,tesolife-us-inc,84,4,3
2026-09-01,rippling,the-channel-company-careers,8,0,0
2026-09-01,rippling,theguarantors-open-positions,27,0,0
2026-09-01,rippling,tive-careers,24,0,0
2026-09-01,rippling,topdoglaw,52,6,3
2026-09-01,rippling,topquadrant,1,0,0
2026-09-01,rippling,truepointcareers,5,0,0
2026-09-01,rippling,usare,14,0,1
2026-09-01,rippling,veryable-careers,20,0,1
2026-09-01,rippling,vortex-companies-llc,50,3,0
2026-09-01,rippling,wdscareers,5,0,0
2026-09-01,rippling,whc,12,0,0
2026-09-01,rippling,zuckerman-investment-group,2,0,0
2026-09-02,ashby,1password,63,2,2
2026-09-02,ashby,1x,83,1,0
2026-09-02,ashby,8vc,6,0,0
2026-09-02,ashby,9fin,33,0,1
2026-09-02,ashby,Abound,21,0,0
2026-09-02,ashby,Acorns,11,0,0
2026-09-02,ashby,AeroVect,39,0,0
2026-09-02,ashby,AfterQuery,33,0,0
2026-09-02,ashby,Agentis-Capital-Advisors,29,0,0
2026-09-02,ashby,Antares,61,0,0
2026-09-02,ashby,Authorium,8,0,0
2026-09-02,ashby,Carwow,34,1,1
2026-09-02,ashby,Close,7,2,0
2026-09-02,ashby,Coder,28,1,1
2026-09-02,ashby,Commure,75,3,1
2026-09-02,ashby,Crusoe,380,5,4
2026-09-02,ashby,Ekho,4,0,0
2026-09-02,ashby,EliseAI,110,1,0
2026-09-02,ashby,Etched,108,0,1
2026-09-02,ashby,FSH,8,0,0
2026-09-02,ashby,Fuse,38,0,0
2026-09-02,ashby,G2,33,0,0
2026-09-02,ashby,GovSignals,5,0,0
2026-09-02,ashby,Gumloop,11,1,0
2026-09-02,ashby,Inclined,3,0,0
2026-09-02,ashby,KAYAK,46,0,0
2026-09-02,ashby,Kognitos,8,0,0
2026-09-02,ashby,Lightfield,20,1,0
2026-09-02,ashby,Lunon,1,0,0
2026-09-02,ashby,MUBI,4,0,0
2026-09-02,ashby,MaticRobots,20,1,0
2026-09-02,ashby,Mintlify,20,0,0
2026-09-02,ashby,NPX,12,0,0
2026-09-02,ashby,Nash,17,0,0
2026-09-02,ashby,NorthwoodSpace,83,0,1
2026-09-02,ashby,Ontic,16,0,1
2026-09-02,ashby,Perchwell,3,0,0
2026-09-02,ashby,abby-care,22,0,2
2026-09-02,ashby,abridge,41,1,0
2026-09-02,ashby,abundant,7,0,0
2026-09-02,ashby,adaption,8,0,1
2026-09-02,ashby,adaptivesecurity,14,0,1
2026-09-02,ashby,aditude,7,0,0
2026-09-02,ashby,airspace-intelligence.com,28,0,0
2026-09-02,ashby,algo1,6,0,1
2026-09-02,ashby,allen-control-systems,74,0,4
2026-09-02,ashby,allica-bank,36,2,4
2026-09-02,ashby,alljoined,6,0,0
2026-09-02,ashby,alloyenterprises,5,0,0
2026-09-02,ashby,alphalifesci,10,0,0
2026-09-02,ashby,alta-ares,28,0,0
2026-09-02,ashby,ambral,3,2,2
2026-09-02,ashby,ambrook,17,0,0
2026-09-02,ashby,amigo,14,0,0
2026-09-02,ashby,amplify,43,4,1
2026-09-02,ashby,ando,6,0,0
2026-09-02,ashby,anglehealth,1,0,0
2026-09-02,ashby,anima,7,0,0
2026-09-02,ashby,anterior,5,0,0
2026-09-02,ashby,anthelioncap,3,0,0
2026-09-02,ashby,apex-technology-inc,99,4,0
2026-09-02,ashby,apiphany,7,0,0
2026-09-02,ashby,applied,278,3,32
2026-09-02,ashby,apron,4,0,0
2026-09-02,ashby,aptura,15,4,0
2026-09-02,ashby,architect,13,0,0
2026-09-02,ashby,archy,15,2,0
2026-09-02,ashby,arq,32,0,0
2026-09-02,ashby,ashby,67,0,1
2026-09-02,ashby,assembledhq,21,1,0
2026-09-02,ashby,astera,49,0,0
2026-09-02,ashby,astro-mechanica,45,0,0
2026-09-02,ashby,astronomer,21,1,1
2026-09-02,ashby,atomic-invest,1,0,0
2026-09-02,ashby,atominvest,13,0,0
2026-09-02,ashby,auctor,12,0,0
2026-09-02,ashby,augmodo,7,0,0
2026-09-02,ashby,aurelian,11,0,0
2026-09-02,ashby,aureliussystems,18,0,0
2026-09-02,ashby,avoca,26,0,0
2026-09-02,ashby,backbone,3,0,0
2026-09-02,ashby,base-power,177,0,3
2026-09-02,ashby,baseten,83,2,1
2026-09-02,ashby,basis-research,18,0,0
2026-09-02,ashby,batoncorporation,11,0,0
2026-09-02,ashby,beaconai,15,0,0
2026-09-02,ashby,beaconsoftware,46,0,0
2026-09-02,ashby,benchling,51,3,4
2026-09-02,ashby,bild-ai,3,0,0
2026-09-02,ashby,binance.us,11,0,0
2026-09-02,ashby,blackbird-labs-inc,7,0,0
2026-09-02,ashby,blissway,3,0,0
2026-09-02,ashby,blitzy,42,0,3
2026-09-02,ashby,bloxd,1,0,1
2026-09-02,ashby,brainbaselabs,4,0,0
2026-09-02,ashby,brainco,33,0,0
2026-09-02,ashby,bree,9,0,0
2026-09-02,ashby,bridger,3,0,0
2026-09-02,ashby,brinc,29,0,0
2026-09-02,ashby,broccoli,37,0,0
2026-09-02,ashby,candidate.fyi,2,0,0
2026-09-02,ashby,cantina,19,0,1
2026-09-02,ashby,capy,2,0,0
2026-09-02,ashby,cartesia,33,0,0
2026-09-02,ashby,castle,2,0,0
2026-09-02,ashby,centerfield,17,0,0
2026-09-02,ashby,cerebras,108,2,2
2026-09-02,ashby,chambercardio,7,0,0
2026-09-02,ashby,charge-robotics,15,0,0
2026-09-02,ashby,chartahealth,18,0,0
2026-09-02,ashby,checkout.com,169,0,6
2026-09-02,ashby,circleback,11,0,0
2026-09-02,ashby,civilgrid,4,0,0
2026-09-02,ashby,claimsorted,19,0,0
2026-09-02,ashby,clarium,7,0,0
2026-09-02,ashby,clasp-group,11,0,0
2026-09-02,ashby,claylabs,60,1,5
2026-09-02,ashby,clera,288,35,32
2026-09-02,ashby,clipboard,35,1,0
2026-09-02,ashby,cloudscaler,9,1,1
2026-09-02,ashby,cobot,12,0,0
2026-09-02,ashby,cogent-security,28,0,0
2026-09-02,ashby,cohere,139,2,7
2026-09-02,ashby,cohort,5,0,0
2026-09-02,ashby,collective,12,2,2
2026-09-02,ashby,colonist,7,0,0
2026-09-02,ashby,color-health,16,1,1
2026-09-02,ashby,compa,3,1,0
2026-09-02,ashby,composio,32,0,0
2026-09-02,ashby,concourse,8,0,0
2026-09-02,ashby,confido,35,0,0
2026-09-02,ashby,confluent,23,0,0
2026-09-02,ashby,constellationspace,4,0,0
2026-09-02,ashby,context,4,0,0
2026-09-02,ashby,corvus-robotics,11,0,0
2026-09-02,ashby,coverdash,2,0,0
2026-09-02,ashby,creatify,6,0,0
2026-09-02,ashby,crosby,17,0,0
2026-09-02,ashby,ctgt,3,0,0
2026-09-02,ashby,cuspai,13,0,2
2026-09-02,ashby,cylake-inc,12,0,0
2026-09-02,ashby,cyvl,6,1,1
2026-09-02,ashby,d-Matrix,39,0,2
2026-09-02,ashby,dailypay,24,0,0
2026-09-02,ashby,dedalus-labs,7,1,0
2026-09-02,ashby,deepgram,90,0,1
2026-09-02,ashby,deeter-analytics,14,0,0
2026-09-02,ashby,delinea,93,4,1
2026-09-02,ashby,deliveroo,191,7,4
2026-09-02,ashby,dexmate,38,0,1
2026-09-02,ashby,distyl,29,0,0
2026-09-02,ashby,ditto,11,0,0
2026-09-02,ashby,dittoai,4,0,0
2026-09-02,ashby,dome-systems-inc,7,0,0
2026-09-02,ashby,droyd,25,0,0
2026-09-02,ashby,dryft,5,0,0
2026-09-02,ashby,dust,23,0,0
2026-09-02,ashby,dyna-robotics,28,0,1
2026-09-02,ashby,e-source,11,0,0
2026-09-02,ashby,egra,0,0,0
2026-09-02,ashby,eigen-labs,2,0,0
2026-09-02,ashby,eightsleep,52,1,1
2026-09-02,ashby,elevenlabs,251,3,1
2026-09-02,ashby,eliza,10,0,0
2026-09-02,ashby,ellipsislabs,13,0,0
2026-09-02,ashby,eloquentai,12,0,0
2026-09-02,ashby,ema,45,1,0
2026-09-02,ashby,embedding-vc,33,0,0
2026-09-02,ashby,emerald-ai,11,0,0
2026-09-02,ashby,encord,35,1,0
2026-09-02,ashby,endeavorai,5,0,0
2026-09-02,ashby,envision-horizons,15,0,1
2026-09-02,ashby,epianeuro,16,0,1
2026-09-02,ashby,equip,63,1,0
2026-09-02,ashby,eragon,4,0,0
2026-09-02,ashby,espa,2,0,0
2026-09-02,ashby,ether.fi,10,0,0
2026-09-02,ashby,exa,54,1,0
2026-09-02,ashby,eyebot,1,0,0
2026-09-02,ashby,fab2,44,4,1
2026-09-02,ashby,faculty,71,0,2
2026-09-02,ashby,faculty-fellowship,1,0,0
2026-09-02,ashby,faros-ai,11,0,1
2026-09-02,ashby,farsight,8,0,0
2026-09-02,ashby,feathery,17,2,2
2026-09-02,ashby,firetiger,4,0,0
2026-09-02,ashby,flagright.com,27,1,0
2026-09-02,ashby,flashpoint.io,5,0,0
2026-09-02,ashby,flowengineering,19,0,2
2026-09-02,ashby,fluency,2,0,0
2026-09-02,ashby,fluidstack,264,2,1
2026-09-02,ashby,focal,2,0,0
2026-09-02,ashby,fortuna-health,4,0,0
2026-09-02,ashby,forus,49,0,0
2026-09-02,ashby,foundationhealthcareers,19,0,0
2026-09-02,ashby,foxglove,1,0,0
2026-09-02,ashby,fr,14,0,0
2026-09-02,ashby,frec,6,0,0
2026-09-02,ashby,frontier-health,4,0,0
2026-09-02,ashby,fs-studio,8,2,2
2026-09-02,ashby,fundingcircle,21,2,0
2026-09-02,ashby,fundwell,7,0,0
2026-09-02,ashby,gallatin,20,0,0
2026-09-02,ashby,gamechanger,4,0,0
2026-09-02,ashby,gearset,6,0,0
2026-09-02,ashby,gecko-robotics,20,0,0
2026-09-02,ashby,gen-digital,123,3,1
2026-09-02,ashby,generalintuition-medal,13,0,0
2026-09-02,ashby,generalist,17,0,0
2026-09-02,ashby,genmd,2,0,0
2026-09-02,ashby,georgian,3,0,0
2026-09-02,ashby,gigaml,30,0,0
2026-09-02,ashby,gimlet,10,1,0
2026-09-02,ashby,glia,26,0,0
2026-09-02,ashby,glide,10,0,0
2026-09-02,ashby,glimp-se,1,0,0
2026-09-02,ashby,golinks,5,0,0
2026-09-02,ashby,gorgias,16,1,0
2026-09-02,ashby,govwell,15,0,0
2026-09-02,ashby,gradientrobotics,10,1,0
2026-09-02,ashby,greatquestion,2,0,0
2026-09-02,ashby,greenlitecareers,8,0,0
2026-09-02,ashby,gridcare,6,0,0
2026-09-02,ashby,gritt,23,0,0
2026-09-02,ashby,h3x-technologies,12,0,0
2026-09-02,ashby,hadrian-automation,143,4,0
2026-09-02,ashby,handshake,64,1,1
2026-09-02,ashby,harperinsure,27,1,0
2026-09-02,ashby,harvey,339,1,13
2026-09-02,ashby,havocai,17,0,0
2026-09-02,ashby,hawkeyeinnovations,29,1,0
2026-09-02,ashby,haydenai,15,0,0
2026-09-02,ashby,hcompany,25,1,0
2026-09-02,ashby,healf,12,0,1
2026-09-02,ashby,heliux,12,0,0
2026-09-02,ashby,heron-power,41,0,0
2026-09-02,ashby,herondata,5,0,0
2026-09-02,ashby,higharc,17,0,0
2026-09-02,ashby,highbeam,8,1,0
2026-09-02,ashby,hiive,21,0,0
2026-09-02,ashby,hilberts,10,1,1
2026-09-02,ashby,hinge-health,66,0,2
2026-09-02,ashby,hipp,5,0,0
2026-09-02,ashby,hirehangar,106,0,0
2026-09-02,ashby,hiverge,4,0,0
2026-09-02,ashby,homebase,19,1,0
2026-09-02,ashby,hooglee,2,0,0
2026-09-02,ashby,hubs.is,9,0,0
2026-09-02,ashby,human-computer-lab,14,0,0
2026-09-02,ashby,hypercubic,3,1,0
2026-09-02,ashby,hyperexponential,23,0,0
2026-09-02,ashby,iambic-therapeutics,19,0,2
2026-09-02,ashby,ibotta,37,0,1
2026-09-02,ashby,icon,6,0,0
2026-09-02,ashby,ideogram,3,0,0
2026-09-02,ashby,illumio,68,0,1
2026-09-02,ashby,imprint,25,0,2
2026-09-02,ashby,inherent,6,0,0
2026-09-02,ashby,insitro,16,0,0
2026-09-02,ashby,interface-ai,27,0,1
2026-09-02,ashby,interplay,16,0,0
2026-09-02,ashby,ironcladhq,29,0,1
2026-09-02,ashby,iwoca.co.uk,49,0,1
2026-09-02,ashby,jerry.ai,39,6,6
2026-09-02,ashby,jigsaw,1,0,0
2026-09-02,ashby,joinpogo,8,8,8
2026-09-02,ashby,julius,4,0,0
2026-09-02,ashby,junior,19,0,0
2026-09-02,ashby,junipersquare,42,1,0
2026-09-02,ashby,k-id,9,0,1
2026-09-02,ashby,kastle,13,0,0
2026-09-02,ashby,keyrock,9,0,0
2026-09-02,ashby,kineticsystems,6,0,0
2026-09-02,ashby,kira,7,0,0
2026-09-02,ashby,kirin,39,0,0
2026-09-02,ashby,klue,10,0,0
2026-09-02,ashby,koahlabs,9,0,0
2026-09-02,ashby,kong,79,5,2
2026-09-02,ashby,kos.ai,5,0,0
2026-09-02,ashby,kustomer,8,0,0
2026-09-02,ashby,lambda,80,6,1
2026-09-02,ashby,lawdepot,3,0,0
2026-09-02,ashby,layerfi,5,0,0
2026-09-02,ashby,leavitt,58,1,1
2026-09-02,ashby,leland,188,0,0
2026-09-02,ashby,lendable,64,1,1
2026-09-02,ashby,lgads,17,0,2
2026-09-02,ashby,lightspark,2,0,0
2026-09-02,ashby,lilt-production,400,2,1
2026-09-02,ashby,limble,12,0,0
2026-09-02,ashby,linqapp,5,0,0
2026-09-02,ashby,liquid,2,0,0
2026-09-02,ashby,litellm,13,0,0
2026-09-02,ashby,liveflow,4,0,0
2026-09-02,ashby,logiqal,7,0,0
2026-09-02,ashby,logos-space,27,0,0
2026-09-02,ashby,lovable,81,0,0
2026-09-02,ashby,loveholidays,15,2,1
2026-09-02,ashby,lydian,6,0,0
2026-09-02,ashby,m13,2,0,0
2026-09-02,ashby,mach9,11,0,0
2026-09-02,ashby,maigrate,2,0,0
2026-09-02,ashby,makai-labs,7,0,0
2026-09-02,ashby,mandolin,5,0,0
2026-09-02,ashby,maple,14,0,0
2026-09-02,ashby,marianaminerals,63,1,0
2026-09-02,ashby,matterworks,4,0,0
2026-09-02,ashby,maxima,26,2,0
2026-09-02,ashby,maximor,9,0,0
2026-09-02,ashby,maya-htt,21,0,0
2026-09-02,ashby,mechanize,4,0,0
2026-09-02,ashby,medraai,15,0,0
2026-09-02,ashby,melius,8,0,0
2026-09-02,ashby,melotech,4,0,0
2026-09-02,ashby,mercor,95,2,1
2026-09-02,ashby,meridianlink,23,0,1
2026-09-02,ashby,meshy,22,0,0
2026-09-02,ashby,meticulous,8,0,0
2026-09-02,ashby,mindrobotics,29,1,0
2026-09-02,ashby,miovision,9,0,0
2026-09-02,ashby,mirage,10,1,1
2026-09-02,ashby,mistral.ai,171,1,3
2026-09-02,ashby,moab,8,0,0
2026-09-02,ashby,modal,31,0,0
2026-09-02,ashby,monarchmoney,8,0,0
2026-09-02,ashby,monogram,5,0,0
2026-09-02,ashby,moss,34,3,0
2026-09-02,ashby,motorway,16,2,1
2026-09-02,ashby,mudflap,17,0,0
2026-09-02,ashby,n1,10,0,0
2026-09-02,ashby,n8n,36,1,2
2026-09-02,ashby,nascent,1,0,0
2026-09-02,ashby,nationgraph,4,0,0
2026-09-02,ashby,navi,9,0,0
2026-09-02,ashby,nectar-social,27,0,0
2026-09-02,ashby,neocognition,4,0,0
2026-09-02,ashby,neon-health,11,0,0
2026-09-02,ashby,netic,30,1,0
2026-09-02,ashby,newlantern,3,0,0
2026-09-02,ashby,nexxen,27,0,1
2026-09-02,ashby,niural,27,0,1
2026-09-02,ashby,nooks,48,2,0
2026-09-02,ashby,normalcomputing,22,0,0
2026-09-02,ashby,northslope-technologies,10,0,0
2026-09-02,ashby,nory-co,33,0,0
2026-09-02,ashby,notion,133,5,4
2026-09-02,ashby,nova-talent,4,0,0
2026-09-02,ashby,nox-metals,12,0,0
2026-09-02,ashby,ntt-data-aivista,7,0,0
2026-09-02,ashby,numeral,19,0,0
2026-09-02,ashby,numerixs-quant,3,0,0
2026-09-02,ashby,observable-space,30,0,0
2026-09-02,ashby,obvious,2,0,0
2026-09-02,ashby,odin-dynamics,11,0,0
2026-09-02,ashby,odysseyml,22,0,0
2026-09-02,ashby,oligo,4,0,0
2026-09-02,ashby,onebrief,26,0,1
2026-09-02,ashby,openai,771,18,13
2026-09-02,ashby,opengov,55,1,1
2026-09-02,ashby,opusclip,9,0,1
2026-09-02,ashby,orb,23,0,0
2026-09-02,ashby,orbitalindustries,7,0,1
2026-09-02,ashby,orchard,25,0,0
2026-09-02,ashby,osmo,14,0,0
2026-09-02,ashby,outmarket,22,0,0
2026-09-02,ashby,outpostnow,27,0,0
2026-09-02,ashby,output,9,0,0
2026-09-02,ashby,overviewenergy,4,0,0
2026-09-02,ashby,packz,1,1,3
2026-09-02,ashby,paradigm,6,0,0
2026-09-02,ashby,parallel,22,0,0
2026-09-02,ashby,pariveda,27,1,2
2026-09-02,ashby,parspec,4,0,0
2026-09-02,ashby,patreon,9,1,0
2026-09-02,ashby,pearlhealth,1,0,0
2026-09-02,ashby,pebl,42,2,3
2026-09-02,ashby,people-culture-talent,21,0,0
2026-09-02,ashby,periodic-labs,28,1,0
2026-09-02,ashby,permitflow,38,0,0
2026-09-02,greenhouse,10alabs,16,0,1
2026-09-02,greenhouse,10beauty,14,0,0
2026-09-02,greenhouse,1800contacts,8,0,0
2026-09-02,greenhouse,2k,114,3,3
2026-09-02,greenhouse,2u,2,0,0
2026-09-02,greenhouse,3redpartners,8,0,0
2026-09-02,greenhouse,8451,21,1,1
2026-09-02,greenhouse,9thwayinsignia,13,0,0
2026-09-02,greenhouse,a3c41b8b71eff8c4,2,0,0
2026-09-02,greenhouse,abacusinsights,8,0,1
2026-09-02,greenhouse,abelsontaylor,6,0,0
2026-09-02,greenhouse,accenturefederalservices,641,15,17
2026-09-02,greenhouse,accuweather,31,0,2
2026-09-02,greenhouse,acluinternships,1,0,0
2026-09-02,greenhouse,acuitymd,9,1,2
2026-09-02,greenhouse,ada18,7,0,0
2026-09-02,greenhouse,adcouncil,3,0,0
2026-09-02,greenhouse,addepar1,124,3,1
2026-09-02,greenhouse,adswerveinc,8,0,0
2026-09-02,greenhouse,advancedspace,17,0,1
2026-09-02,greenhouse,advancedtechnologyservices,100,2,2
2026-09-02,greenhouse,aevexaerospace,58,1,2
2026-09-02,greenhouse,affirm,199,2,3
2026-09-02,greenhouse,affirmedrxpbc,11,0,0
2026-09-02,greenhouse,agoda,288,5,8
2026-09-02,greenhouse,agwestfarmcredit,12,0,0
2026-09-02,greenhouse,aircapture,3,0,0
2026-09-02,greenhouse,airtable,16,0,0
2026-09-02,greenhouse,alamarbiosciences,27,0,0
2026-09-02,greenhouse,alarmcom,83,1,1
2026-09-02,greenhouse,alku,15,0,1
2026-09-02,greenhouse,allcareers,112,12,11
2026-09-02,greenhouse,aloyoga,1103,15,15
2026-09-02,greenhouse,alpaca,68,3,3
2026-09-02,greenhouse,alphafmcroles,80,8,0
2026-09-02,greenhouse,alphasense,231,4,5
2026-09-02,greenhouse,alphataraxia,1,0,0
2026-09-02,greenhouse,altaresourcetechnologiesinc,8,0,1
2026-09-02,greenhouse,altentechnologyusa,186,5,6
2026-09-02,greenhouse,amarok,15,1,1
2026-09-02,greenhouse,americaninstitutesforresearch,11,0,3
2026-09-02,greenhouse,amplitude,35,1,3
2026-09-02,greenhouse,ampsortation,16,0,0
2026-09-02,greenhouse,anaplan,138,1,9
2026-09-02,greenhouse,andurilindustries,2201,48,36
2026-09-02,greenhouse,anthropic,577,27,19
2026-09-02,greenhouse,antora,36,1,1
2026-09-02,greenhouse,aperaaiinc,8,0,0
2026-09-02,greenhouse,aperiatechnologies,3,0,0
2026-09-02,greenhouse,apexcompanies,179,8,8
2026-09-02,greenhouse,appian,163,4,5
2026-09-02,greenhouse,applovin,35,0,0
2026-09-02,greenhouse,apptronik,86,0,0
2026-09-02,greenhouse,aquaticcapitalmanagement,8,0,0
2026-09-02,greenhouse,arcanaanalytics,26,0,0
2026-09-02,greenhouse,arcboatcompany,34,0,0
2026-09-02,greenhouse,arcesiumllc,35,1,1
2026-09-02,greenhouse,archer56,158,0,4
2026-09-02,greenhouse,arenaclub,9,0,1
2026-09-02,greenhouse,arevonenergyimpltest,9,0,0
2026-09-02,greenhouse,argmax,3,0,0
2026-09-02,greenhouse,arizeai,28,0,0
2026-09-02,greenhouse,armada,60,1,3
